,Family,Subfamily,Tribe,Subtribe,Genus,Species,Subspecies,BS_area_um2,FM_DM,FM_DM_sd,H+_ev_mumol_g-1_FW,H+_ev_mumol_g-1_FW_sd,H+_mo_mumol_g-1_FW,H+_mo_mumol_g-1_FW_sd,Habit,IAS,IAS_sd,Pathway,SLA_cm2_g-1,SLA_cm2_g-1_sd,air_channel_area_um2,air_channel_area_um2_sd,chlorenchyma_diameter_um,chlorenchyma_diameter_um_sd,chlorenchyma_hydrenchyma_ratio,chlorenchyma_hydrenchyma_ratio_sd,chlorenchyma_vertical_thickness_um,chlorenchyma_vertical_thickness_um_sd,dC13,dH+,dH+_significance,distance_between_BS_um,hydrenchyma_vertical_thickness_um,hydrenchyma_vertical_thickness_um_sd,leaf_thickness_mm_sd,leaf_thickness_um,leaf_thickness_um_sd,mesophyll_abaxial_area_um2,mesophyll_abaxial_length_um,mesophyll_adaxial_area_um2,mesophyll_adaxial_length_um,mesophyll_cell_area_um2,plant_part,Source,Tissue,transpiration_ratio,avg_elevation_m,LCCDM,SLAFM,tissue,long_name,pct_night_C02,H+_ev_mumol_g-1_DW,H+_ev_mumol_g-1_DW_sd,H+_mo_mumol_g-1_DW,H+_mo_mumol_g-1_DW_sd
1008,Orchidaceae,,,,Dipodium,pandanum,,,,,,,,,Epiphyte,,,,,,,,,,,,,,-23.5,,,,,,,600.0,,,,,,,Leaf,Winter et al. 1983,,,,,,,Dipodium pandanum,,,,,
1009,Orchidaceae,Epidendroideae,,,Eria,eraeoides,,,,,,,,,Epiphyte,,,,,,,,,,,,,,-28.9,,,,,,,480.0,,,,,,,Leaf,Winter et al. 1983,,,,,,,Eria eraeoides,,,,,
1010,Orchidaceae,Epidendroideae,,,Eria,eraeoides,,,,,,,,,Epiphyte,,,,,,,,,,,,,,-28.7,,,,,,,,,,,,,,Stem (swollen),Winter et al. 1983,,,,,,,Eria eraeoides,,,,,
1011,Orchidaceae,Epidendroideae,,,Eria,fitzalani,,,,,,,,,Epiphyte,,,,,,,,,,,,,,-28.3,,,,,,,700.0,,,,,,,Leaf,Winter et al. 1983,,,,,,,Eria fitzalani,,,,,
1012,Orchidaceae,Epidendroideae,,,Eria,fitzalani,,,,,,,,,Epiphyte,,,,,,,,,,,,,,-28.4,,,,,,,,,,,,,,Stem (swollen),Winter et al. 1983,,,,,,,Eria fitzalani,,,,,
1013,Orchidaceae,Epidendroideae,,,Eria,irukandjiana,,,,,,,,,Epiphyte,,,,,,,,,,,,,,-19.8,,,,,,,2600.0,,,,,,,Leaf,Winter et al. 1983,,,,,,,Eria irukandjiana,,,,,
1014,Orchidaceae,,,,Flickingeria,comata,,,,,,,,,Epiphyte,,,,,,,,,,,,,,-23.5,,,,,,,640.0,,,,,,,Leaf,Winter et al. 1983,,,,,,,Flickingeria comata,,,,,
1015,Orchidaceae,,,,Flickingeria,convexa,,,,,,,,,Epiphyte,,,,,,,,,,,,,,-13.0,,,,,,,,,,,,,,Leaf,Winter et al. 1983,,,,,,,Flickingeria convexa,,,,,
1016,Orchidaceae,Spiranthoideae,Cranichideae,Goodyerinae,Goodyera,viridiflora,,,,,,,,,Lithophyte terrestrial,,,,,,,,,,,,,,-33.6,,,,,,,,,,,,,,Leaf,Winter et al. 1983,,,,,,,Goodyera viridiflora,,,,,
1017,Orchidaceae,Epidendroideae,Malaxideae,,Liparis,bracteata,,,,,,,,,Lithophyte,,,,,,,,,,,,,,-30.2,,,,,,,440.0,,,,,,,Leaf,Winter et al. 1983,,,,,,,Liparis bracteata,,,,,
1018,Orchidaceae,Epidendroideae,Malaxideae,,Liparis,bracteata,,,,,,,,,Lithophyte,,,,,,,,,,,,,,-27.5,,,,,,,,,,,,,,Pseudobulb,Winter et al. 1983,,,,,,,Liparis bracteata,,,,,
1019,Orchidaceae,Epidendroideae,Malaxideae,,Liparis,coelogynoides,,,,,,,,,Epiphyte lithophyte,,,,,,,,,,,,,,-26.3,,,,,,,450.0,,,,,,,Leaf,Winter et al. 1983,,,,,,,Liparis coelogynoides,,,,,
1020,Orchidaceae,Epidendroideae,Malaxideae,,Liparis,coelogynoides,,,,,,,,,Epiphyte lithophyte,,,,,,,,,,,,,,-27.3,,,,,,,,,,,,,,Pseudobulb,Winter et al. 1983,,,,,,,Liparis coelogynoides,,,,,
1021,Orchidaceae,Epidendroideae,Malaxideae,,Liparis,nugentae,,,,,,,,,Epi,,,,,,,,,,,,,,-24.7,,,,,,,680.0,,,,,,,Leaf,Winter et al. 1983,,,,,,,Liparis nugentae,,,,,
1022,Orchidaceae,Epidendroideae,Malaxideae,,Liparis,persimilis,,,,,,,,,Epiphyte,,,,,,,,,,,,,,-24.1,,,,,,,520.0,,,,,,,Leaf,Winter et al. 1983,,,,,,,Liparis persimilis,,,,,
1023,Orchidaceae,Epidendroideae,Malaxideae,,Liparis,reflexa,,,,,,,,,Lithophyte,,,,,,,,,,,,,,-26.0,,,,,,,1000.0,,,,,,,Leaf,Winter et al. 1983,,,,,,,Liparis reflexa,,,,,
1024,Orchidaceae,Epidendroideae,Malaxideae,,Liparis,reflexa,,,,,,,,,Lithophyte,,,,,,,,,,,,,,-24.1,,,,,,,,,,,,,,Pseudobulb,Winter et al. 1983,,,,,,,Liparis reflexa,,,,,
1025,Orchidaceae,,,,Luisia,teretifolia,,,,,,,,,Epiphyte,,,,,,,,,,,,,,-14.7,,,,,,,1770.0,,,,,,,Leaf,Winter et al. 1983,,,,,,,Luisia teretifolia,,,,,
1026,Orchidaceae,,,,Micropera,fasciculata,,,,,,,,,Epiphyte,,,,,,,,,,,,,,-12.7,,,,,,,2100.0,,,,,,,Leaf,Winter et al. 1983,,,,,,,Micropera fasciculata,,,,,
1027,Orchidaceae,,,,Micropera,fasciculata,,,,,,,,,Epiphyte,,,,,,,,,,,,,,-14.4,,,,,,,1750.0,,,,,,,Leaf,Winter et al. 1983,,,,,,,Micropera fasciculata,,,,,
1028,Orchidaceae,,,,Mobilabium,hamatum,,,,,,,,,Epiphyte,,,,,,,,,,,,,,-16.1,,,,,,,800.0,,,,,,,Leaf,Winter et al. 1983,,,,,,,Mobilabium hamatum,,,,,
1029,Orchidaceae,,,,Oberonia,muellerana,,,,,,,,,Epiphyte,,,,,,,,,,,,,,-18.2,,,,,,,1750.0,,,,,,,Leaf,Winter et al. 1983,,,,,,,Oberonia muellerana,,,,,
1030,Orchidaceae,,,,Oberonia,muellerana,,,,,,,,,Epiphyte,,,,,,,,,,,,,,-17.8,,,,,,,,,,,,,,Leaf,Winter et al. 1983,,,,,,,Oberonia muellerana,,,,,
1031,Orchidaceae,,,,Phalaenopsis,amabilis,,,,,,,,,Epiphyte,,,,,,,,,,,,,,-14.1,,,,,,,1730.0,,,,,,,Leaf,Winter et al. 1983,,,,,,,Phalaenopsis amabilis,,,,,
1032,Orchidaceae,,,,Pholidota,pallida,,,,,,,,,Epiphyte,,,,,,,,,,,,,,-15.5,,,,,,,870.0,,,,,,,Leaf,Winter et al. 1983,,,,,,,Pholidota pallida,,,,,
1033,Orchidaceae,,,,Pholidota,pallida,,,,,,,,,Epiphyte,,,,,,,,,,,,,,-15.1,,,,,,,,,,,,,,Pseudobulb,Winter et al. 1983,,,,,,,Pholidota pallida,,,,,
1034,Orchidaceae,,,,Pholidota,pallida,,,,,,,,,Epiphyte,,,,,,,,,,,,,,-11.8,,,,,,,1200.0,,,,,,,Leaf,Winter et al. 1983,,,,,,,Pholidota pallida,,,,,
1035,Orchidaceae,,,,Phreatia,baileyana,,,,,,,,,Epiphyte,,,,,,,,,,,,,,-30.6,,,,,,,2700.0,,,,,,,Leaf,Winter et al. 1983,,,,,,,Phreatia baileyana,,,,,
1036,Orchidaceae,,,,Plectorrhiza,tridentata,,,,,,,,,Epiphyte,,,,,,,,,,,,,,-15.4,,,,,,,800.0,,,,,,,Leaf,Winter et al. 1983,,,,,,,Plectorrhiza tridentata,,,,,
1037,Orchidaceae,,,,Podochilus,australiensis,,,,,,,,,Epiphyte,,,,,,,,,,,,,,-31.1,,,,,,,390.0,,,,,,,Leaf,Winter et al. 1983,,,,,,,Podochilus australiensis,,,,,
1038,Orchidaceae,,,,Potamocalpa,macphersonii,,,,,,,,,Epiphyte,,,,,,,,,,,,,,-16.3,,,,,,,,,,,,,,Leaf,Winter et al. 1983,,,,,,,Potamocalpa macphersonii,,,,,
1039,Orchidaceae,Orchidoideae,,,Pterostylis,obtusa,,,,,,,,,Terrestrial,,,,,,,,,,,,,,-29.1,,,,,,,220.0,,,,,,,Leaf,Winter et al. 1983,,,,,,,Pterostylis obtusa,,,,,
1040,Orchidaceae,,,,Rhinerrhiza,divitiflora,,,,,,,,,Epiphyte,,,,,,,,,,,,,,-15.5,,,,,,,680.0,,,,,,,Leaf,Winter et al. 1983,,,,,,,Rhinerrhiza divitiflora,,,,,
1041,Orchidaceae,,,,Rhinerrhiza,divitiflora,,,,,,,,,Epiphyte,,,,,,,,,,,,,,-14.2,,,,,,,1100.0,,,,,,,Leaf,Winter et al. 1983,,,,,,,Rhinerrhiza divitiflora,,,,,
1042,Orchidaceae,,,,Rhynchophreatia,micrantha,,,,,,,,,Epiphyte,,,,,,,,,,,,,,-28.2,,,,,,,280.0,,,,,,,Leaf,Winter et al. 1983,,,,,,,Rhynchophreatia micrantha,,,,,
1043,Orchidaceae,,,,Robiquetia,wassellii,,,,,,,,,Epiphyte,,,,,,,,,,,,,,-13.9,,,,,,,1100.0,,,,,,,Leaf,Winter et al. 1983,,,,,,,Robiquetia wassellii,,,,,
1044,Orchidaceae,,,,Robiquetia,wassellii,,,,,,,,,Epiphyte,,,,,,,,,,,,,,-14.5,,,,,,,1150.0,,,,,,,Leaf,Winter et al. 1983,,,,,,,Robiquetia wassellii,,,,,
1045,Orchidaceae,,,,Robiquetia,tierneyana,,,,,,,,,Epiphyte,,,,,,,,,,,,,,-15.2,,,,,,,2400.0,,,,,,,Leaf,Winter et al. 1983,,,,,,,Robiquetia tierneyana,,,,,
1046,Orchidaceae,,,,Robiquetia,tierneyana,,,,,,,,,Epiphyte,,,,,,,,,,,,,,-13.5,,,,,,,,,,,,,,Leaf,Winter et al. 1983,,,,,,,Robiquetia tierneyana,,,,,
1047,Orchidaceae,,,,Saccolabiopsis,armitii,,,,,,,,,Epiphyte,,,,,,,,,,,,,,-15.2,,,,,,,,,,,,,,Leaf,Winter et al. 1983,,,,,,,Saccolabiopsis armitii,,,,,
1048,Orchidaceae,,,,Sarcochilus,ceciliae,,,,,,,,,Lithophyte,,,,,,,,,,,,,,-13.4,,,,,,,1400.0,,,,,,,Leaf,Winter et al. 1983,,,,,,,Sarcochilus ceciliae,,,,,
1049,Orchidaceae,,,,Sarcochilus,ceciliae,,,,,,,,,Lithophyte,,,,,,,,,,,,,,-15.3,,,,,,,1050.0,,,,,,,Leaf,Winter et al. 1983,,,,,,,Sarcochilus ceciliae,,,,,
1050,Orchidaceae,,,,Sarcochilus,falcatus,,,,,,,,,Epiphyte,,,,,,,,,,,,,,-15.0,,,,,,,1370.0,,,,,,,Leaf,Winter et al. 1983,,,,,,,Sarcochilus falcatus,,,,,
1051,Orchidaceae,,,,Sarcochilus,falcatus,,,,,,,,,Epiphyte,,,,,,,,,,,,,,-14.9,,,,,,,1300.0,,,,,,,Leaf,Winter et al. 1983,,,,,,,Sarcochilus falcatus,,,,,
1052,Orchidaceae,,,,Sarcochilus,hillii,,,,,,,,,Epiphyte,,,,,,,,,,,,,,-13.8,,,,,,,1500.0,,,,,,,Leaf,Winter et al. 1983,,,,,,,Sarcochilus hillii,,,,,
1053,Orchidaceae,,,,Sarcochilus,moorei,,,,,,,,,Epiphyte,,,,,,,,,,,,,,-15.3,,,,,,,1000.0,,,,,,,Leaf,Winter et al. 1983,,,,,,,Sarcochilus moorei,,,,,
1054,Orchidaceae,,,,Schoenorchis,densiflora,,,,,,,,,Epiphyte,,,,,,,,,,,,,,-14.6,,,,,,,1500.0,,,,,,,Leaf,Winter et al. 1983,,,,,,,Schoenorchis densiflora,,,,,
1055,Orchidaceae,,,,Schoenorchis,densiflora,,,,,,,,,Epiphyte,,,,,,,,,,,,,,-14.8,,,,,,,1650.0,,,,,,,Leaf,Winter et al. 1983,,,,,,,Schoenorchis densiflora,,,,,
1056,Orchidaceae,,,,Taeniophyllum,malianum,,,,,,,,,Epiphyte,,,,,,,,,,,,,,-15.8,,,,,,,,,,,,,,Root,Winter et al. 1983,,,,,,,Taeniophyllum malianum,,,,,
1057,Orchidaceae,,,,Thelasis,carinata,,,,,,,,,Epiphyte,,,,,,,,,,,,,,-34.0,,,,,,,,,,,,,,Leaf,Winter et al. 1983,,,,,,,Thelasis carinata,,,,,
1058,Orchidaceae,Orchidoideae,,,Thelymitra,ixioides,,,,,,,,,Terrestrial,,,,,,,,,,,,,,-27.1,,,,,,,650.0,,,,,,,Leaf,Winter et al. 1983,,,,,,,Thelymitra ixioides,,,,,
1059,Orchidaceae,,,,Thrixspermum,congestum,,,,,,,,,Epiphyte,,,,,,,,,,,,,,-16.7,,,,,,,700.0,,,,,,,Leaf,Winter et al. 1983,,,,,,,Thrixspermum congestum,,,,,
1060,Orchidaceae,,,,Thrixspermum,congestum,,,,,,,,,Epiphyte,,,,,,,,,,,,,,-14.9,,,,,,,,,,,,,,Leaf,Winter et al. 1983,,,,,,,Thrixspermum congestum,,,,,
1061,Orchidaceae,,,,Trachoma,rhopalorrachis,,,,,,,,,Epiphyte,,,,,,,,,,,,,,-13.6,,,,,,,,,,,,,,Leaf,Winter et al. 1983,,,,,,,Trachoma rhopalorrachis,,,,,
1062,Orchidaceae,,,,Trachoma,subluteum,,,,,,,,,Epiphyte,,,,,,,,,,,,,,-15.2,,,,,,,850.0,,,,,,,Leaf,Winter et al. 1983,,,,,,,Trachoma subluteum,,,,,
1063,Orchidaceae,,,,Trichoglottis,australiensis,,,,,,,,,Epiphyte,,,,,,,,,,,,,,-14.1,,,,,,,,,,,,,,Leaf,Winter et al. 1983,,,,,,,Trichoglottis australiensis,,,,,
1064,Orchidaceae,,,,Vanda,whiteana,,,,,,,,,Epiphyte,,,,,,,,,,,,,,-14.8,,,,,,,1170.0,,,,,,,Leaf,Winter et al. 1983,,,,,,,Vanda whiteana,,,,,
1065,Asphodelaceae,,,,Xanthorrhoea,sp.,,,,,,,,,Terrestrial,,,,,,,,,,,,,,-28.7,,,,,,,1000.0,,,,,,,Leaf,Winter et al. 1983,,,,,,,Xanthorrhoea sp.,,,,,
1066,Bromeliaceae,Bromelioideae,,,Aechmea,aquilega,,,,,6.1,,,,Epiphyte,,,CAM,,,,,,,,,,,,113.0,,,,,,,,,,,,,,Griffiths et al (1986),,49.0,,,,,Aechmea aquilega,,,,,
1067,Bromeliaceae,Bromelioideae,,,Aechmea,aquilega,,,,,25.7,,,,Epiphyte,,,CAM,,,,,,,,,,,,247.0,,,,,,,,,,,,,,Griffiths et al (1986),,37.0,,,,,Aechmea aquilega,,,,,
1068,Bromeliaceae,Bromelioideae,,,Aechmea,aquilega,,,,,33.9,,,,Epiphyte,,,CAM,,,,,,,,,,,,393.0,,,,,,,,,,,,,,Griffiths et al (1986),,10.0,,,,,Aechmea aquilega,,,,,
1069,Bromeliaceae,Bromelioideae,,,Aechmea,aquilega,,,,,46.6,,,,Epiphyte,,,CAM,,,,,,,,,,,,237.0,,,,,,,,,,,,,,Griffiths et al (1986),,10.0,,,,,Aechmea aquilega,,,,,
1070,Bromeliaceae,Bromelioideae,,,Aechmea,nudicaulis,,,,,43.4,,,,Epiphyte,,,CAM,,,,,,,,,,,,301.0,,,,,,,,,,,,,,Griffiths et al (1986),,27.0,,,,,Aechmea nudicaulis,,,,,
1071,Bromeliaceae,Bromelioideae,,,Aechmea,nudicaulis,,,,,51.2,,,,Epiphyte,,,CAM,,,,,,,,,,,,469.0,,,,,,,,,,,,,,Griffiths et al (1986),,8.0,,,,,Aechmea nudicaulis,,,,,
1072,Bromeliaceae,Bromelioideae,,,Aechmea,nudicaulis,,,,,60.2,,,,Epiphyte,,,CAM,,,,,,,,,,,,322.0,,,,,,,,,,,,,,Griffiths et al (1986),,14.0,,,,,Aechmea nudicaulis,,,,,
1073,Bromeliaceae,Bromelioideae,,,Aechmea,nudicaulis,,,,,15.0,,,,Epiphyte,,,CAM,,,,,,,,,,,,239.0,,,,,,,,,,,,,,Griffiths et al (1986),,233.0,,,,,Aechmea nudicaulis,,,,,
1074,Bromeliaceae,Bromelioideae,,,Aechmea,nudicaulis,,,,,41.3,,,,Epiphyte,,,CAM,,,,,,,,,,,,233.0,,,,,,,,,,,,,,Griffiths et al (1986),,34.0,,,,,Aechmea nudicaulis,,,,,
1075,Bromeliaceae,Bromelioideae,,,Aechmea,fendleri,,,,,60.6,,,,Epiphyte,,,CAM,,,,,,,,,,,,230.0,,,,,,,,,,,,,,Griffiths et al (1986),,159.0,,,,,Aechmea fendleri,,,,,
1076,Bromeliaceae,Bromelioideae,,,Aechmea,fendleri,,,,,73.2,,,,Epiphyte,,,CAM,,,,,,,,,,,,332.0,,,,,,,,,,,,,,Griffiths et al (1986),,38.0,,,,,Aechmea fendleri,,,,,
1077,Bromeliaceae,Bromelioideae,,,Aechmea,lingulata,,,,,54.0,,,,Epiphyte,,,CAM,,,,,,,,,,,,309.0,,,,,,,,,,,,,,Griffiths et al (1986),,50.0,,,,,Aechmea lingulata,,,,,
1078,Bromeliaceae,Tillandsioideae,,,Tillandsia,elongata,,,,,24.9,,,,Epiphyte,,,CAM,,,,,,,,,,,,271.0,,,,,,,,,,,,,,Griffiths et al (1986),,72.0,,,,,Tillandsia elongata,,,,,
1079,Bromeliaceae,Bromelioideae,,,Bromelia,pulmieri,,,,,0.3,,,,Epiphyte,,,CAM,,,,,,,,,,,,72.0,,,,,,,,,,,,,,Griffiths et al (1986),,753.0,,,,,Bromelia pulmieri,,,,,
1080,Bromeliaceae,Tillandsioideae,,,Guzmania,monostachia,,,,,2.2,,,,Epiphyte,,,CAM,,,,,,,,,,,,70.0,,,,,,,,,,,,,,Griffiths et al (1986),,422.0,,,,,Guzmania monostachia,,,,,
1081,Bromeliaceae,Tillandsioideae,,,Vriesea,amazonica,,,,,,,,,Epiphyte,,,C3,,,,,,,,,,,,,,,,,,,,,,,,,,Griffiths et al (1986),,31.0,,,,,Vriesea amazonica,,,,,
1082,Bromeliaceae,Tillandsioideae,,,Vriesea,splitzgerberi,,,,,,,,,Epiphyte,,,C3,,,,,,,,,,,,,,,,,,,,,,,,,,Griffiths et al (1986),,185.0,,,,,Vriesea splitzgerberi,,,,,
1083,Bromeliaceae,Tillandsioideae,,,Vriesea,jonghei,,,,,,,,,Epiphyte,,,C3,,,,,,,,,,,,,,,,,,,,,,,,,,Griffiths et al (1986),,135.0,,,,,Vriesea jonghei,,,,,
1084,Bromeliaceae,Tillandsioideae,,,Tillandsia,fendleri,,,,,,,,,Epiphyte,,,C3,,,,,,,,,,,,,,,,,,,,,,,,,,Griffiths et al (1986),,46.0,,,,,Tillandsia fendleri,,,,,
1085,Bromeliaceae,Pitcairnioideae,,,Brocchinia,acuminata,,,,,,,,,,,,,,,,,,,,,,,-24.8,,,,,,,,,,,,,,,Crayn et al (2015),leaf lamina,,1800.0,,,,Brocchinia acuminata,,,,,
1086,Bromeliaceae,Pitcairnioideae,,,Brocchinia,amazonica,,,,,,,,,,,,,,,,,,,,,,,-26.3,,,,,,,,,,,,,,,Crayn et al (2015),leaf base,,,,,,Brocchinia amazonica,,,,,
1087,Bromeliaceae,Pitcairnioideae,,,Brocchinia,delicatula,,,,,,,,,,,,,,,,,,,,,,,-27.9,,,,,,,,,,,,,,,Crayn et al (2015),leaf lamina,,780.0,,,,Brocchinia delicatula,,,,,
1088,Bromeliaceae,Pitcairnioideae,,,Brocchinia,gilmartiniae,,,,,,,,,,,,,,,,,,,,,,,-23.9,,,,,,,,,,,,,,,Crayn et al (2015),leaf lamina,,,,,,Brocchinia gilmartiniae,,,,,
1089,Bromeliaceae,Pitcairnioideae,,,Brocchinia,hechtioides,,,,,,,,,,,,,,,,,,,,,,,-23.7,,,,,,,,,,,,,,,Crayn et al (2015),leaf base,,660.0,,,,Brocchinia hechtioides,,,,,
1090,Bromeliaceae,Pitcairnioideae,,,Brocchinia,maguirei,,,,,,,,,,,,,,,,,,,,,,,-19.6,,,,,,,,,,,,,,,Crayn et al (2015),leaf base,,1500.0,,,,Brocchinia maguirei,,,,,
1091,Bromeliaceae,Pitcairnioideae,,,Brocchinia,melanacra,,,,,,,,,,,,,,,,,,,,,,,-27.4,,,,,,,,,,,,,,,Crayn et al (2015),leaf base,,1800.0,,,,Brocchinia melanacra,,,,,
1092,Bromeliaceae,Pitcairnioideae,,,Brocchinia,micrantha,,,,,,,,,,,,,,,,,,,,,,,-25.7,,,,,,,,,,,,,,,Crayn et al (2015),leaf lamina,,396.0,,,,Brocchinia micrantha,,,,,
1093,Bromeliaceae,Pitcairnioideae,,,Brocchinia,paniculata,,,,,,,,,,,,,,,,,,,,,,,-29.7,,,,,,,,,,,,,,,Crayn et al (2015),leaf lamina,,,,,,Brocchinia paniculata,,,,,
1094,Bromeliaceae,Pitcairnioideae,,,Brocchinia,prismatica,,,,,,,,,,,,,,,,,,,,,,,-26.1,,,,,,,,,,,,,,,Crayn et al (2015),leaf lamina,,,,,,Brocchinia prismatica,,,,,
1095,Bromeliaceae,Pitcairnioideae,,,Brocchinia,reducta,,,,,,,,,,,,,,,,,,,,,,,-27.7,,,,,,,,,,,,,,,Crayn et al (2015),leaf base,,980.0,,,,Brocchinia reducta,,,,,
1096,Bromeliaceae,Pitcairnioideae,,,Brocchinia,rupestris,,,,,,,,,,,,,,,,,,,,,,,-30.9,,,,,,,,,,,,,,,Crayn et al (2015),leaf lamina,,85.0,,,,Brocchinia rupestris,,,,,
1097,Bromeliaceae,Pitcairnioideae,,,Brocchinia,steyermarkii,,,,,,,,,,,,,,,,,,,,,,,-24.1,,,,,,,,,,,,,,,Crayn et al (2015),leaf base,,,,,,Brocchinia steyermarkii,,,,,
1098,Bromeliaceae,Pitcairnioideae,,,Brocchinia,tatei,,,,,,,,,,,,,,,,,,,,,,,-27.6,,,,,,,,,,,,,,,Crayn et al (2015),leaf lamina,,2000.0,,,,Brocchinia tatei,,,,,
1099,Bromeliaceae,Pitcairnioideae,,,Brocchinia,uaipanensis,,,,,,,,,,,,,,,,,,,,,,,-21.9,,,,,,,,,,,,,,,Crayn et al (2015),leaf base,,1825.0,,,,Brocchinia uaipanensis,,,,,
1100,Bromeliaceae,Pitcairnioideae,,,Brocchinia,uaipanensis,,,,,,,,,,,,,,,,,,,,,,,-23.0,,,,,,,,,,,,,,,Crayn et al (2015),leaf lamina,,2150.0,,,,Brocchinia uaipanensis,,,,,
1101,Bromeliaceae,Pitcairnioideae,,,Brocchinia,vestita,,,,,,,,,,,,,,,,,,,,,,,-25.0,,,,,,,,,,,,,,,Crayn et al (2015),leaf base,,,,,,Brocchinia vestita,,,,,
1102,Bromeliaceae,Bromelioideae,,,Acanthostachys,pitcairnioides,,,,,,,,,,,,,,,,,,,,,,,-26.0,,,,,,,,,,,,,,,Crayn et al (2015),leaf lamina,,1300.0,,,,Acanthostachys pitcairnioides,,,,,
1103,Bromeliaceae,Bromelioideae,,,Acanthostachys,strobilacea,,,,,,,,,,,,,,,,,,,,,,,-16.1,,,,,,,,,,,,,,,Crayn et al (2015),leaf base,,,,,,Acanthostachys strobilacea,,,,,
1104,Bromeliaceae,Bromelioideae,,,Aechmea,abbreviata,,,,,,,,,,,,,,,,,,,,,,,-15.3,,,,,,,,,,,,,,,Crayn et al (2015),leaf base,,250.0,,,,Aechmea abbreviata,,,,,
1105,Bromeliaceae,Bromelioideae,,,Aechmea,aciculosa,,,,,,,,,,,,,,,,,,,,,,,-14.3,,,,,,,,,,,,,,,Crayn et al (2015),bract,,550.0,,,,Aechmea aciculosa,,,,,
1106,Bromeliaceae,Bromelioideae,,,Aechmea,aculeatosepala,,,,,,,,,,,,,,,,,,,,,,,-14.0,,,,,,,,,,,,,,,Crayn et al (2015),leaf lamina,,1600.0,,,,Aechmea aculeatosepala,,,,,
1107,Bromeliaceae,Bromelioideae,,,Aechmea,allenii,,,,,,,,,,,,,,,,,,,,,,,-12.6,,,,,,,,,,,,,,,Crayn et al (2015),leaf lamina,,450.0,,,,Aechmea allenii,,,,,
1108,Bromeliaceae,Bromelioideae,,,Aechmea,allenii,,,,,,,,,,,,,,,,,,,,,,,-15.4,,,,,,,,,,,,,,,Crayn et al (2015),leaf base,,,,,,Aechmea allenii,,,,,
1109,Bromeliaceae,Bromelioideae,,,Aechmea,alopecurus,,,,,,,,,,,,,,,,,,,,,,,-13.3,,,,,,,,,,,,,,,Crayn et al (2015),leaf base,,,,,,Aechmea alopecurus,,,,,
1110,Bromeliaceae,Bromelioideae,,,Aechmea,amorimii,,,,,,,,,,,,,,,,,,,,,,,-14.7,,,,,,,,,,,,,,,Crayn et al (2015),leaf base,,,,,,Aechmea amorimii,,,,,
1111,Bromeliaceae,Bromelioideae,,,Aechmea,angustifolia,,,,,,,,,,,,,,,,,,,,,,,-15.2,,,,,,,,,,,,,,,Crayn et al (2015),leaf base,,,,,,Aechmea angustifolia,,,,,
1112,Bromeliaceae,Bromelioideae,,,Aechmea,apocalyptica,,,,,,,,,,,,,,,,,,,,,,,-14.4,,,,,,,,,,,,,,,Crayn et al (2015),leaf base,,,,,,Aechmea apocalyptica,,,,,
1113,Bromeliaceae,Bromelioideae,,,Aechmea,aquilega,,,,,,,,,,,,,,,,,,,,,,,-12.4,,,,,,,,,,,,,,,Crayn et al (2015),leaf lamina,,50.0,,,,Aechmea aquilega,,,,,
1114,Bromeliaceae,Bromelioideae,,,Aechmea,araneosa,,,,,,,,,,,,,,,,,,,,,,,-14.2,,,,,,,,,,,,,,,Crayn et al (2015),leaf base,,,,,,Aechmea araneosa,,,,,
1115,Bromeliaceae,Bromelioideae,,,Aechmea,arenaria,,,,,,,,,,,,,,,,,,,,,,,-14.2,,,,,,,,,,,,,,,Crayn et al (2015),leaf tip,,122.0,,,,Aechmea arenaria,,,,,
1116,Bromeliaceae,Bromelioideae,,,Aechmea,aripoensis,,,,,,,,,,,,,,,,,,,,,,,-14.7,,,,,,,,,,,,,,,Crayn et al (2015),leaf lamina,,3400.0,,,,Aechmea aripoensis,,,,,
1117,Bromeliaceae,Bromelioideae,,,Aechmea,bambusoides,,,,,,,,,,,,,,,,,,,,,,,-12.0,,,,,,,,,,,,,,,Crayn et al (2015),leaf base,,,,,,Aechmea bambusoides,,,,,
1118,Bromeliaceae,Bromelioideae,,,Aechmea,bicolor,,,,,,,,,,,,,,,,,,,,,,,-16.4,,,,,,,,,,,,,,,Crayn et al (2015),leaf base,,1000.0,,,,Aechmea bicolor,,,,,
1119,Bromeliaceae,Bromelioideae,,,Aechmea,biflora,,,,,,,,,,,,,,,,,,,,,,,-13.0,,,,,,,,,,,,,,,Crayn et al (2015),leaf lamina,,,,,,Aechmea biflora,,,,,
1120,Bromeliaceae,Bromelioideae,,,Aechmea,blanchetiana,,,,,,,,,,,,,,,,,,,,,,,-13.1,,,,,,,,,,,,,,,Crayn et al (2015),leaf base,,0.0,,,,Aechmea blanchetiana,,,,,
1121,Bromeliaceae,Bromelioideae,,,Aechmea,blumenavii,,,,,,,,,,,,,,,,,,,,,,,-14.0,,,,,,,,,,,,,,,Crayn et al (2015),leaf base,,,,,,Aechmea blumenavii,,,,,
1122,Bromeliaceae,Bromelioideae,,,Aechmea,bracteata,,,,,,,,,,,,,,,,,,,,,,,-11.8,,,,,,,,,,,,,,,Crayn et al (2015),leaf base,,,,,,Aechmea bracteata,,,,,
