,Family,Subfamily,Tribe,Subtribe,Genus,Species,Subspecies,BS_area_um2,FM_DM,FM_DM_sd,H+_ev_mumol_g-1_FW,H+_ev_mumol_g-1_FW_sd,H+_mo_mumol_g-1_FW,H+_mo_mumol_g-1_FW_sd,Habit,IAS,IAS_sd,Pathway,SLA_cm2_g-1,SLA_cm2_g-1_sd,air_channel_area_um2,air_channel_area_um2_sd,chlorenchyma_diameter_um,chlorenchyma_diameter_um_sd,chlorenchyma_hydrenchyma_ratio,chlorenchyma_hydrenchyma_ratio_sd,chlorenchyma_vertical_thickness_um,chlorenchyma_vertical_thickness_um_sd,dC13,dH+,dH+_significance,distance_between_BS_um,hydrenchyma_vertical_thickness_um,hydrenchyma_vertical_thickness_um_sd,leaf_thickness_mm_sd,leaf_thickness_um,leaf_thickness_um_sd,mesophyll_abaxial_area_um2,mesophyll_abaxial_length_um,mesophyll_adaxial_area_um2,mesophyll_adaxial_length_um,mesophyll_cell_area_um2,plant_part,Source,Tissue,transpiration_ratio,avg_elevation_m,LCCDM,SLAFM,tissue,long_name,pct_night_C02,H+_ev_mumol_g-1_DW,H+_ev_mumol_g-1_DW_sd,H+_mo_mumol_g-1_DW,H+_mo_mumol_g-1_DW_sd
91,Orchidaceae,Epidendroideae,Cymbidieae,Maxillariinae,Maxillaria,cryptobulbon,,,7.4,0.4,11.1,1.9,12.9,2.5,,,,,89.0,5.0,,,,,,,,,-31.7,1.8,0.0,,,,,920.0,,,,,,,,Silvera et al (2005),,,,,,,Maxillaria cryptobulbon,,,,,
92,Orchidaceae,Epidendroideae,Cymbidieae,Maxillariinae,Maxillaria,discolor,,,5.9,0.9,21.6,0.1,28.8,0.8,,,,,94.0,14.0,,,,,,,,,-27.5,7.2,1.0,,,,,660.0,,,,,,,,Silvera et al (2005),,,,,,,Maxillaria discolor,,,,,
93,Orchidaceae,Epidendroideae,Cymbidieae,Maxillariinae,Maxillaria,diuturna,,,4.3,0.4,29.9,6.3,32.8,4.6,,,,,120.0,21.0,,,,,,,,,-28.8,2.8,0.0,,,,,360.0,,,,,,,,Silvera et al (2005),,,,,,,Maxillaria diuturna,,,,,
94,Orchidaceae,Epidendroideae,Cymbidieae,Maxillariinae,Maxillaria,endresii,,,6.1,0.7,19.8,0.5,27.0,1.2,,,,,109.0,2.0,,,,,,,,,-29.8,7.2,1.0,,,,,670.0,,,,,,,,Silvera et al (2005),,,,,,,Maxillaria endresii,,,,,
95,Orchidaceae,Epidendroideae,Cymbidieae,Maxillariinae,Maxillaria,fulgens,,,4.6,0.2,39.9,2.4,54.4,2.9,,,,,86.0,4.0,,,,,,,,,-28.5,14.5,1.0,,,,,680.0,,,,,,,,Silvera et al (2005),,,,,,,Maxillaria fulgens,,,,,
96,Orchidaceae,Epidendroideae,Cymbidieae,Maxillariinae,Maxillaria,ringens,,,6.1,0.4,6.1,0.9,10.0,1.1,,,,,80.0,3.0,,,,,,,,,-28.7,3.9,1.0,,,,,960.0,,,,,,,,Silvera et al (2005),,,,,,,Maxillaria ringens,,,,,
97,Orchidaceae,Epidendroideae,Cymbidieae,Maxillariinae,Maxillaria,sanguinea,,,4.0,0.1,18.9,2.7,23.0,7.7,,,,,86.0,18.0,,,,,,,,,-31.0,4.1,0.0,,,,,590.0,,,,,,,,Silvera et al (2005),,,,,,,Maxillaria sanguinea,,,,,
98,Orchidaceae,Epidendroideae,Cymbidieae,Maxillariinae,Maxillaria,sp.,,,,,,,,,,,,,,,,,,,,,,,-27.1,,,,,,,1720.0,,,,,,,,Silvera et al (2005),,,,,,,Maxillaria sp.,,,,,
99,Orchidaceae,Epidendroideae,Cymbidieae,Maxillariinae,Maxillaria,tenuifolia,,,4.8,0.3,12.8,7.4,25.4,6.1,,,,,105.0,19.0,,,,,,,,,-29.0,12.6,0.0,,,,,520.0,,,,,,,,Silvera et al (2005),,,,,,,Maxillaria tenuifolia,,,,,
100,Orchidaceae,Epidendroideae,Cymbidieae,Maxillariinae,Maxillaria,variabilis,,,,,,,,,,,,,,,,,,,,,,,-29.8,,,,,,,280.0,,,,,,,,Silvera et al (2005),,,,,,,Maxillaria variabilis,,,,,
101,Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Miltoniopsis,roezlii,,,6.1,0.5,16.4,2.1,18.9,14.3,,,,,206.0,20.0,,,,,,,,,-27.6,2.5,0.0,,,,,370.0,,,,,,,,Silvera et al (2005),,,,,,,Miltoniopsis roezlii,,,,,
102,Orchidaceae,,,,Mormodes,fractiflexum,,,6.3,0.6,12.8,1.1,18.9,0.2,,,,,236.0,22.0,,,,,,,,,-22.2,6.1,1.0,,,,,270.0,,,,,,,,Silvera et al (2005),,,,,,,Mormodes fractiflexum,,,,,
103,Orchidaceae,,,,Mormodes,lancilabris,,,5.7,0.3,14.2,1.7,19.8,0.2,,,,,278.0,47.0,,,,,,,,,-24.2,5.6,1.0,,,,,230.0,,,,,,,,Silvera et al (2005),,,,,,,Mormodes lancilabris,,,,,
104,Orchidaceae,,,,Mormodes,powelli,,,6.1,0.3,15.6,1.7,17.2,0.9,,,,,238.0,31.0,,,,,,,,,-23.5,1.6,0.0,,,,,360.0,,,,,,,,Silvera et al (2005),,,,,,,Mormodes powelli,,,,,
105,Orchidaceae,,,,Mormodes,punctatum,,,5.2,0.3,25.2,3.1,28.8,1.0,,,,,229.0,25.0,,,,,,,,,-24.4,3.6,0.0,,,,,300.0,,,,,,,,Silvera et al (2005),,,,,,,Mormodes punctatum,,,,,
106,Orchidaceae,,,,Mormodes,skinneri,,,,,,,,,,,,,,,,,,,,,,,-23.0,,,,,,,250.0,,,,,,,,Silvera et al (2005),,,,,,,Mormodes skinneri,,,,,
107,Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Notylia,albida,,,8.0,0.5,8.2,0.9,135.4,7.8,,,,,65.0,4.0,,,,,,,,,-13.5,127.2,1.0,,,,,1520.0,,,,,,,,Silvera et al (2005),,,,,,,Notylia albida,,,,,
108,Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Notylia,barkeri,,,5.3,0.4,4.8,0.3,26.3,1.2,,,,,33.0,3.0,,,,,,,,,-11.8,21.5,1.0,,,,,1310.0,,,,,,,,Silvera et al (2005),,,,,,,Notylia barkeri,,,,,
109,Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Notylia,pentachne,,,3.8,0.1,13.7,4.3,48.8,21.0,,,,,30.0,2.0,,,,,,,,,-14.1,35.1,1.0,,,,,1070.0,,,,,,,,Silvera et al (2005),,,,,,,Notylia pentachne,,,,,
110,Orchidaceae,,,,Oerstedella,caligaria,,,5.9,0.2,14.0,3.7,14.0,3.7,,,,,255.0,28.0,,,,,,,,,-30.2,0.0,0.0,,,,,270.0,,,,,,,,Silvera et al (2005),,,,,,,Oerstedella caligaria,,,,,
111,Orchidaceae,,,,Oerstedella,pseudoschumanniana,,,4.4,0.3,13.8,0.9,32.3,5.0,,,,,106.0,4.0,,,,,,,,,-23.6,18.5,1.0,,,,,390.0,,,,,,,,Silvera et al (2005),,,,,,,Oerstedella pseudoschumanniana,,,,,
112,Orchidaceae,,,,Oerstedella,wallisii,,,,,,,,,,,,,,,,,,,,,,,-27.7,,,,,,,340.0,,,,,,,,Silvera et al (2005),,,,,,,Oerstedella wallisii,,,,,
113,Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Oncidium,bracteatum,,,4.9,0.3,13.7,1.5,26.3,3.9,,,,,127.0,4.0,,,,,,,,,-24.0,12.6,1.0,,,,,370.0,,,,,,,,Silvera et al (2005),,,,,,,Oncidium bracteatum,,,,,
114,Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Oncidium,carthagenense,,,11.2,0.4,12.5,0.4,77.3,3.4,,,,,51.0,5.0,,,,,,,,,-12.2,64.8,1.0,,,,,2320.0,,,,,,,,Silvera et al (2005),,,,,,,Oncidium carthagenense,,,,,
115,Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Oncidium,cheirophorum,,,4.7,0.3,29.9,3.3,30.2,2.7,,,,,163.0,25.0,,,,,,,,,-27.4,0.3,0.0,,,,,360.0,,,,,,,,Silvera et al (2005),,,,,,,Oncidium cheirophorum,,,,,
116,Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Oncidium,dichromaticum,,,4.0,0.3,3.7,0.2,7.1,0.1,,,,,156.0,24.0,,,,,,,,,-25.9,3.4,1.0,,,,,250.0,,,,,,,,Silvera et al (2005),,,,,,,Oncidium dichromaticum,,,,,
117,Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Oncidium,fuscatum,,,4.9,0.7,16.8,1.3,30.2,7.1,,,,,112.0,24.0,,,,,,,,,-24.6,13.4,1.0,,,,,500.0,,,,,,,,Silvera et al (2005),,,,,,,Oncidium fuscatum,,,,,
118,Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Oncidium,isthmi,,,6.3,1.0,11.7,1.1,31.7,1.2,,,,,114.0,16.0,,,,,,,,,-26.9,20.0,1.0,,,,,500.0,,,,,,,,Silvera et al (2005),,,,,,,Oncidium isthmi,,,,,
119,Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Oncidium,klotzscheanum,,,,,,,,,,,,,,,,,,,,,,,-25.0,,,,,,,440.0,,,,,,,,Silvera et al (2005),,,,,,,Oncidium klotzscheanum,,,,,
120,Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Oncidium,maduroi,,,4.6,0.1,17.3,1.9,19.5,0.8,,,,,179.0,16.0,,,,,,,,,-24.7,2.2,0.0,,,,,240.0,,,,,,,,Silvera et al (2005),,,,,,,Oncidium maduroi,,,,,
121,Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Oncidium,ornithorhynchum,,,,,,,,,,,,,,,,,,,,,,,-25.2,,,,,,,250.0,,,,,,,,Silvera et al (2005),,,,,,,Oncidium ornithorhynchum,,,,,
122,Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Oncidium,panamense,,,6.3,0.1,11.5,0.7,33.2,0.3,,,,,111.0,3.0,,,,,,,,,-26.2,21.7,1.0,,,,,540.0,,,,,,,,Silvera et al (2005),,,,,,,Oncidium panamense,,,,,
123,Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Oncidium,parviflorum,,,5.3,0.1,15.7,2.3,18.0,0.8,,,,,114.0,11.0,,,,,,,,,-29.0,2.3,0.0,,,,,500.0,,,,,,,,Silvera et al (2005),,,,,,,Oncidium parviflorum,,,,,
124,Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Oncidium,polycladium,,,,,,,,,,,,,,,,,,,,,,,-23.2,,,,,,,460.0,,,,,,,,Silvera et al (2005),,,,,,,Oncidium polycladium,,,,,
125,Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Oncidium,powellii,,,,,,,,,,,,,,,,,,,,,,,-28.9,,,,,,,410.0,,,,,,,,Silvera et al (2005),,,,,,,Oncidium powellii,,,,,
126,Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Oncidium,schroederianum,,,5.2,0.5,5.2,0.4,6.9,0.4,,,,,144.0,8.0,,,,,,,,,-22.2,1.7,1.0,,,,,370.0,,,,,,,,Silvera et al (2005),,,,,,,Oncidium schroederianum,,,,,
127,Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Oncidium,stenotis,,,6.4,3.1,20.1,0.8,20.5,1.8,,,,,153.0,71.0,,,,,,,,,-24.5,0.4,0.0,,,,,460.0,,,,,,,,Silvera et al (2005),,,,,,,Oncidium stenotis,,,,,
128,Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Ornithocephalus,bicornis,,,13.2,1.4,6.0,1.3,41.5,18.7,,,,,106.0,17.0,,,,,,,,,-13.8,35.5,1.0,,,,,1550.0,,,,,,,,Silvera et al (2005),,,,,,,Ornithocephalus bicornis,,,,,
129,Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Ornithocephalus,cochleariformis,,,10.5,1.5,8.3,2.2,28.8,7.0,,,,,90.0,16.0,,,,,,,,,-14.9,20.5,1.0,,,,,2200.0,,,,,,,,Silvera et al (2005),,,,,,,Ornithocephalus cochleariformis,,,,,
130,Orchidaceae,Epidendroideae,Cymbidieae,Coeliopsidinae,Peristeria,elata,,,5.2,0.3,28.6,2.6,35.9,0.4,,,,,234.0,4.0,,,,,,,,,-27.0,7.3,1.0,,,,,340.0,,,,,,,,Silvera et al (2005),,,,,,,Peristeria elata,,,,,
131,Orchidaceae,Epidendroideae,Cymbidieae,Coeliopsidinae,Peristeria,guttata,,,5.2,0.2,26.3,1.9,34.8,1.8,,,,,309.0,41.0,,,,,,,,,-30.3,8.5,1.0,,,,,170.0,,,,,,,,Silvera et al (2005),,,,,,,Peristeria guttata,,,,,
132,Orchidaceae,Epidendroideae,Cymbidieae,Coeliopsidinae,Peristeria,sp.,,,3.8,0.3,41.8,5.8,62.9,3.1,,,,,155.0,8.0,,,,,,,,,-28.9,21.1,1.0,,,,,410.0,,,,,,,,Silvera et al (2005),,,,,,,Peristeria sp.,,,,,
133,Orchidaceae,,,,Pescatorea,cerina,,,8.7,0.2,24.9,0.7,27.2,2.2,,,,,138.0,6.0,,,,,,,,,-27.9,2.3,0.0,,,,,700.0,,,,,,,,Silvera et al (2005),,,,,,,Pescatorea cerina,,,,,
134,Orchidaceae,Epidendroideae,Calypsoeae,Bletiinae,Phloeophila,pelecaniceps,,,9.5,2.1,10.8,0.6,10.3,1.0,,,,,93.0,10.0,,,,,,,,,-28.7,-0.5,0.0,,,,,820.0,,,,,,,,Silvera et al (2005),,,,,,,Phloeophila pelecaniceps,,,,,
135,Orchidaceae,Vanilloideae,Vanilleae,,Phragmipedium,longifolium,,,4.8,0.2,25.3,1.1,24.6,0.6,,,,,64.0,6.0,,,,,,,,,-29.7,-0.7,0.0,,,,,600.0,,,,,,,,Silvera et al (2005),,,,,,,Phragmipedium longifolium,,,,,
136,Orchidaceae,Epidendroideae,Calypsoeae,Bletiinae,Pleurothallis,leucantha,,,18.1,2.2,9.7,0.4,82.9,17.1,,,,,138.0,8.0,,,,,,,,,-16.1,73.2,1.0,,,,,1580.0,,,,,,,,Silvera et al (2005),,,,,,,Pleurothallis leucantha,,,,,
137,Orchidaceae,Epidendroideae,Calypsoeae,Bletiinae,Pleurothallis,racemiflora,,,13.1,4.1,5.9,0.4,10.3,0.5,,,,,81.0,37.0,,,,,,,,,-24.6,4.4,1.0,,,,,1870.0,,,,,,,,Silvera et al (2005),,,,,,,Pleurothallis racemiflora,,,,,
138,Orchidaceae,Epidendroideae,Calypsoeae,Bletiinae,Pleurothallis,sp.,,,5.4,0.4,10.7,0.7,11.5,1.2,,,,,45.0,4.0,,,,,,,,,-29.7,0.8,0.0,,,,,1190.0,,,,,,,,Silvera et al (2005),,,,,,,Pleurothallis sp.,,,,,
139,Orchidaceae,Epidendroideae,Vandeae,Polystachyinae,Polystachya,sp.,,,,,,,,,,,,,,,,,,,,,,,-27.8,,,,,,,250.0,,,,,,,,Silvera et al (2005),,,,,,,Polystachya sp.,,,,,
140,Orchidaceae,Epidendroideae,Calypsoeae,Laeliinae,Prosthechea,abbreviata,,,4.6,0.5,44.5,7.7,61.1,13.2,,,,,169.0,25.0,,,,,,,,,-26.5,16.6,0.0,,,,,250.0,,,,,,,,Silvera et al (2005),,,,,,,Prosthechea abbreviata,,,,,
141,Orchidaceae,Epidendroideae,Calypsoeae,Laeliinae,Prosthechea,aemula,,,6.4,0.9,6.5,0.5,15.1,1.5,,,,,112.0,13.0,,,,,,,,,-28.4,8.6,1.0,,,,,560.0,,,,,,,,Silvera et al (2005),,,,,,,Prosthechea aemula,,,,,
142,Orchidaceae,Epidendroideae,Calypsoeae,Laeliinae,Prosthechea,chacaoensis,,,6.9,0.2,8.9,0.3,22.6,1.4,,,,,142.0,9.0,,,,,,,,,-28.6,13.7,1.0,,,,,470.0,,,,,,,,Silvera et al (2005),,,,,,,Prosthechea chacaoensis,,,,,
143,Orchidaceae,Epidendroideae,Calypsoeae,Laeliinae,Prosthechea,chimborazoensis,,,6.8,0.3,9.9,1.7,14.5,0.9,,,,,98.0,3.0,,,,,,,,,-30.4,4.6,1.0,,,,,600.0,,,,,,,,Silvera et al (2005),,,,,,,Prosthechea chimborazoensis,,,,,
144,Orchidaceae,Epidendroideae,Calypsoeae,Laeliinae,Prosthechea,prismatocarpa,,,4.4,0.5,32.3,4.9,39.0,7.0,,,,,77.0,24.0,,,,,,,,,-25.4,6.7,0.0,,,,,720.0,,,,,,,,Silvera et al (2005),,,,,,,Prosthechea prismatocarpa,,,,,
145,Orchidaceae,Epidendroideae,Calypsoeae,Laeliinae,Prosthechea,vespa,,,7.1,0.3,36.2,1.1,36.6,2.9,,,,,150.0,12.0,,,,,,,,,-28.2,0.4,0.0,,,,,500.0,,,,,,,,Silvera et al (2005),,,,,,,Prosthechea vespa,,,,,
146,Orchidaceae,,,,Psygmorchis,pusilla,,,,,,,,,,,,,,,,,,,,,,,-13.8,,,,,,,800.0,,,,,,,,Silvera et al (2005),,,,,,,Psygmorchis pusilla,,,,,
147,Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Rhynchostele,bictoniensis,,,,,,,,,,,,,,,,,,,,,,,-28.0,,,,,,,530.0,,,,,,,,Silvera et al (2005),,,,,,,Rhynchostele bictoniensis,,,,,
148,Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Rodriguezia,compacta,,,6.6,0.4,33.1,1.2,102.3,1.8,,,,,69.0,4.0,,,,,,,,,-13.2,69.2,1.0,,,,,1150.0,,,,,,,,Silvera et al (2005),,,,,,,Rodriguezia compacta,,,,,
149,Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Rodriguezia,lanceolata,,,9.5,0.4,7.4,0.5,184.8,4.1,,,,,60.0,6.0,,,,,,,,,-13.7,177.4,1.0,,,,,1430.0,,,,,,,,Silvera et al (2005),,,,,,,Rodriguezia lanceolata,,,,,
150,Orchidaceae,Epidendroideae,Calypsoeae,Laeliinae,Scaphyglottis,behrii,,,5.2,0.4,14.4,3.7,16.4,2.5,,,,,197.0,25.0,,,,,,,,,-31.0,2.0,0.0,,,,,320.0,,,,,,,,Silvera et al (2005),,,,,,,Scaphyglottis behrii,,,,,
151,Orchidaceae,Epidendroideae,Calypsoeae,Laeliinae,Scaphyglottis,bidentata,,,,,,,,,,,,,,,,,,,,,,,-26.8,,,,,,,310.0,,,,,,,,Silvera et al (2005),,,,,,,Scaphyglottis bidentata,,,,,
152,Orchidaceae,Epidendroideae,Calypsoeae,Laeliinae,Scaphyglottis,imbricata,,,3.0,0.3,17.7,4.1,33.9,1.7,,,,,98.0,17.0,,,,,,,,,-27.0,16.2,1.0,,,,,370.0,,,,,,,,Silvera et al (2005),,,,,,,Scaphyglottis imbricata,,,,,
153,Orchidaceae,Epidendroideae,Calypsoeae,Laeliinae,Scaphyglottis,laevilabia,,,3.5,0.2,31.5,2.6,37.6,3.2,,,,,186.0,20.0,,,,,,,,,-30.2,6.1,0.0,,,,,240.0,,,,,,,,Silvera et al (2005),,,,,,,Scaphyglottis laevilabia,,,,,
154,Orchidaceae,Epidendroideae,Calypsoeae,Laeliinae,Scaphyglottis,sp.,,,,,,,,,,,,,,,,,,,,,,,-24.9,,,,,,,290.0,,,,,,,,Silvera et al (2005),,,,,,,Scaphyglottis sp.,,,,,
155,Orchidaceae,Epidendroideae,,,Schomburgkia,undulata,lueddemannii,,,,,,,,,,,,,,,,,,,,,,-15.3,,,,,,,1350.0,,,,,,,,Silvera et al (2005),,,,,,,Schomburgkia undulata,,,,,
156,Orchidaceae,,,,Sievekingia,butcheri,,,5.5,0.3,15.2,1.7,16.9,2.5,,,,,115.0,10.0,,,,,,,,,-26.1,1.7,0.0,,,,,500.0,,,,,,,,Silvera et al (2005),,,,,,,Sievekingia butcheri,,,,,
157,Orchidaceae,,,,Sigmatostalix,macrobulbon,,,,,,,,,,,,,,,,,,,,,,,-31.9,,,,,,,140.0,,,,,,,,Silvera et al (2005),,,,,,,Sigmatostalix macrobulbon,,,,,
158,Orchidaceae,,,,Sigmatostalix,picturatissima,,,4.6,0.1,32.6,6.6,36.9,1.1,,,,,137.0,14.0,,,,,,,,,-28.8,4.3,0.0,,,,,230.0,,,,,,,,Silvera et al (2005),,,,,,,Sigmatostalix picturatissima,,,,,
159,Orchidaceae,Epidendroideae,Sobralieae,,Sobralia,bletiae,,,3.9,0.1,8.4,0.5,22.8,1.0,,,,,133.0,17.0,,,,,,,,,-27.9,14.4,1.0,,,,,320.0,,,,,,,,Silvera et al (2005),,,,,,,Sobralia bletiae,,,,,
160,Orchidaceae,Epidendroideae,Sobralieae,,Sobralia,callosa,,,2.7,0.3,16.3,5.4,16.6,1.4,,,,,84.0,16.0,,,,,,,,,-27.2,0.3,0.0,,,,,580.0,,,,,,,,Silvera et al (2005),,,,,,,Sobralia callosa,,,,,
161,Orchidaceae,Epidendroideae,Sobralieae,,Sobralia,chrysostoma,,,3.5,0.1,29.3,2.3,30.0,2.4,,,,,132.0,4.0,,,,,,,,,-27.8,0.7,0.0,,,,,430.0,,,,,,,,Silvera et al (2005),,,,,,,Sobralia chrysostoma,,,,,
162,Orchidaceae,Epidendroideae,Sobralieae,,Sobralia,decora,,,3.3,0.3,24.4,2.8,24.0,4.9,,,,,128.0,11.0,,,,,,,,,-29.0,-0.4,0.0,,,,,310.0,,,,,,,,Silvera et al (2005),,,,,,,Sobralia decora,,,,,
163,Orchidaceae,Epidendroideae,Sobralieae,,Sobralia,macrophylla,,,4.4,0.3,6.4,0.2,6.4,1.0,,,,,148.0,9.0,,,,,,,,,-27.0,0.0,0.0,,,,,500.0,,,,,,,,Silvera et al (2005),,,,,,,Sobralia macrophylla,,,,,
164,Orchidaceae,Epidendroideae,Sobralieae,,Sobralia,wilsoniana,,,3.2,0.0,25.4,1.6,26.5,0.4,,,,,100.0,4.0,,,,,,,,,-27.0,1.2,0.0,,,,,370.0,,,,,,,,Silvera et al (2005),,,,,,,Sobralia wilsoniana,,,,,
165,Orchidaceae,Epidendroideae,Vandeae,Collabiinae,Spathoglottis,plicata,,,4.6,0.6,29.0,4.0,31.7,0.9,,,,,225.0,95.0,,,,,,,,,-28.9,2.7,0.0,,,,,220.0,,,,,,,,Silvera et al (2005),,,,,,,Spathoglottis plicata,,,,,
166,Orchidaceae,Epidendroideae,Calypsoeae,Bletiinae,Specklinia,barboselloides,,,6.5,0.6,8.6,1.6,9.3,1.0,,,,,113.0,11.0,,,,,,,,,-29.3,0.7,0.0,,,,,1720.0,,,,,,,,Silvera et al (2005),,,,,,,Specklinia barboselloides,,,,,
167,Orchidaceae,Epidendroideae,Calypsoeae,Bletiinae,Specklinia,barbulata,,,5.8,1.9,7.3,1.3,13.0,2.1,,,,,79.0,19.0,,,,,,,,,-21.0,5.7,1.0,,,,,630.0,,,,,,,,Silvera et al (2005),,,,,,,Specklinia barbulata,,,,,
168,Orchidaceae,Epidendroideae,Calypsoeae,Bletiinae,Specklinia,calyptrostele,,,9.9,3.6,88.8,15.0,96.3,11.6,,,,,149.0,44.0,,,,,,,,,-27.3,7.6,0.0,,,,,100.0,,,,,,,,Silvera et al (2005),,,,,,,Specklinia calyptrostele,,,,,
169,Orchidaceae,Epidendroideae,Calypsoeae,Bletiinae,Specklinia,fulgens,,,8.9,0.4,9.4,2.7,16.2,5.9,,,,,95.0,13.0,,,,,,,,,-26.5,6.8,0.0,,,,,1350.0,,,,,,,,Silvera et al (2005),,,,,,,Specklinia fulgens,,,,,
170,Orchidaceae,Epidendroideae,Calypsoeae,Bletiinae,Specklinia,imraei,,,8.9,0.5,13.1,1.3,15.3,2.0,,,,,94.0,3.0,,,,,,,,,-29.0,2.2,0.0,,,,,900.0,,,,,,,,Silvera et al (2005),,,,,,,Specklinia imraei,,,,,
171,Orchidaceae,Epidendroideae,Cymbidieae,Stanhopeinae,Stanhopea,ecornuta,,,4.1,0.1,13.8,1.1,13.8,0.6,,,,,120.0,9.0,,,,,,,,,-27.1,0.0,0.0,,,,,370.0,,,,,,,,Silvera et al (2005),,,,,,,Stanhopea ecornuta,,,,,
172,Orchidaceae,Epidendroideae,Cymbidieae,Stanhopeinae,Stanhopea,oculata,,,,,,,,,,,,,,,,,,,,,,,-29.6,,,,,,,530.0,,,,,,,,Silvera et al (2005),,,,,,,Stanhopea oculata,,,,,
173,Orchidaceae,Epidendroideae,Cymbidieae,Stanhopeinae,Stanhopea,pulla,,,4.5,0.4,9.8,3.0,11.0,3.1,,,,,130.0,14.0,,,,,,,,,-31.5,1.2,0.0,,,,,270.0,,,,,,,,Silvera et al (2005),,,,,,,Stanhopea pulla,,,,,
174,Orchidaceae,Epidendroideae,Cymbidieae,Stanhopeinae,Stanhopea,sp.,,,,,,,,,,,,,,,,,,,,,,,-27.7,,,,,,,610.0,,,,,,,,Silvera et al (2005),,,,,,,Stanhopea sp.,,,,,
175,Orchidaceae,Epidendroideae,Cymbidieae,Stanhopeinae,Stanhopea,wardii,,,7.0,0.3,7.3,1.1,8.1,0.7,,,,,180.0,10.0,,,,,,,,,-29.5,0.8,0.0,,,,,540.0,,,,,,,,Silvera et al (2005),,,,,,,Stanhopea wardii,,,,,
176,Orchidaceae,Epidendroideae,Calypsoeae,Bletiinae,Stelis,sp.,,,11.5,1.1,15.8,1.6,17.9,2.3,,,,,151.0,8.0,,,,,,,,,-25.1,2.1,0.0,,,,,1000.0,,,,,,,,Silvera et al (2005),,,,,,,Stelis sp.,,,,,
177,Orchidaceae,Epidendroideae,Calypsoeae,Bletiinae,Stelis,sp.,,,,,,,,,,,,,,,,,,,,,,,-26.5,,,,,,,1230.0,,,,,,,,Silvera et al (2005),,,,,,,Stelis sp.,,,,,
178,Orchidaceae,,,,Ticoglossum,krameri,,,7.5,0.9,14.4,2.5,14.8,2.4,,,,,148.0,15.0,,,,,,,,,-31.7,0.4,0.0,,,,,350.0,,,,,,,,Silvera et al (2005),,,,,,,Ticoglossum krameri,,,,,
179,Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Trichocentrum,caloceras,,,15.6,3.8,16.0,2.1,56.5,0.7,,,,,75.0,20.0,,,,,,,,,-14.4,40.5,1.0,,,,,2390.0,,,,,,,,Silvera et al (2005),,,,,,,Trichocentrum caloceras,,,,,
180,Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Trichocentrum,caloceras,,,,,,,,,,,,,,,,,,,,,,,-14.4,,,,,,,,,,,,,,,Silvera et al (2010),,,,,,,Trichocentrum caloceras,,,,,
181,Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Trichocentrum,capistratum,,,11.2,1.2,16.2,0.4,37.8,5.5,,,,,56.0,8.0,,,,,,,,,-13.4,21.7,1.0,,,,,1740.0,,,,,,,,Silvera et al (2005),,,,,,,Trichocentrum capistratum,,,,,
182,Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Trichocentrum,nudum,,,,,,,,,,,,,,,,,,,,,,,-14.5,,,,,,,10020.0,,,,,,,,Silvera et al (2005),,,,,,,Trichocentrum nudum,,,,,
183,Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Trichocentrum,nudum,stipitatum,,17.6,0.4,14.1,0.6,35.5,0.5,,,,,19.0,1.0,,,,,,,,,-16.1,21.4,1.0,,,,,8300.0,,,,,,,,Silvera et al (2005),,,,,,,Trichocentrum nudum,,,,,
184,Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Trichocentrum,teres,,,20.8,1.6,6.6,0.3,48.1,5.3,,,,,36.0,10.0,,,,,,,,,-13.3,41.5,1.0,,,,,10100.0,,,,,,,,Silvera et al (2005),,,,,,,Trichocentrum teres,,,,,
